,Max_peak_time,Time_array,Signal_array,Duration,Index_start,Index_end,Oscillation_events,Num_peaks,Peaks_indexes,Peaks_heights,Instant_frequency,Indices_frequency,Mean_frequency,Spikes_per_cycle,Short_freq_time_slope,Long_freq_time_slope
21,20432.05,[-7.659 -7.658 -7.657 ...  8.219  8.22   8.221],[0.95897758 1.07169777 1.07175261 ... 0.11402421 0.11356971 0.11311656],15.881,20424391,20440272,"{'Start_end': array([[   85,  6277, 11527],
       [ 6277,  9041, 13987]])}",3,[ 3181  7659 12757],[6.61639331 9.57040319 8.63386215],[223.31397946 196.15535504],[ 5420 10208],209.73466724815327,[21.81422598 15.95301795 13.31020532],-5.672227321203279,-5.672227321203279
22,22338.521,[-28.765 -28.764 -28.763 ...  27.826  27.827  27.828],[0.93474111 0.93509216 0.93544599 ... 0.11402421 0.11356971 0.11311656],56.594,22309756,22366350,"{'Start_end': array([[ 1806,  5585, 12120, 16854, 21391, 26853, 31400, 36627, 42649,
        48007, 52837],
       [ 5484, 11313, 15406, 20904, 26183, 30677, 35690, 41185, 45619,
        51371, 56593]])}",11,[ 3645  8449 13763 18879 23787 28765 33545 38906 44134 49689 54715],"[ 7.39617463  8.84898775 10.00036418 19.27487277 31.36140049 56.47045901
 45.78508417 29.2616677  21.85175049 12.21991915 10.26263455]","[208.15986678 188.18216033 195.46520719 203.74898126 200.88388911
 209.20502092 186.53236337 191.27773527 180.0180018  198.96538002]",[ 6047 11106 16321 21333 26276 31155 36225 41520 46911 52202],196.24386060504088,"[14.10807922 20.00623335 18.90386174 28.86377333 50.74359342 86.2042808
 77.08118119 52.53231103 35.05802752 21.84983077 15.99051908]",-0.2896219427335133,-0.24291270749625457
23,23003.762,[-22.623 -22.622 -22.621 ...  42.772  42.773  42.774],[0.5447971  0.54638187 0.54796913 ... 0.11402421 0.11356971 0.11311656],65.398,22981139,23046537,"{'Start_end': array([[  950,  5067, 11127, 15443, 20149, 25849, 31106, 36337, 41857,
        46864, 51980, 57164, 62419],
       [ 4752, 10715, 14737, 20097, 25097, 29581, 35052, 39929, 45139,
        50324, 55120, 60522, 65389]])}",13,"[ 2851  7891 12932 17770 22623 27715 33079 38133 43498 48594 53550 58843
 63904]","[ 8.34806114 10.67812596 23.80617117 42.1133696  46.49997955 35.57503919
 26.27271983 29.01299464 31.61100372 36.67037312 30.84502736 14.50372028
 10.53432965]","[198.41269841 198.37333862 206.69698222 206.05810839 196.38648861
 186.42803878 197.86307875 186.39328984 196.23233909 201.7756255
 188.92877385 197.58940921]",[ 5371 10411 15351 20196 25169 30397 35606 40815 46046 51072 56196 61373],196.76151427317862,"[19.82450226 23.24660908 36.86040139 63.78622442 70.98496398 57.85527696
 43.73897513 46.78040061 49.85597107 54.96670263 45.48835795 22.88508874
 14.9989069 ]",-0.37275205762036506,-0.1340355746625709
24,23344.421,[-12.827 -12.826 -12.825 ...  13.564  13.565  13.566],[1.50137625 1.6134238  1.61281367 ... 0.34056936 0.33965717 0.33874608],26.394000000000002,23331594,23357988,"{'Start_end': array([[    0,  6232, 11449, 16354, 18946],
       [ 5460,  9004, 14205, 18946, 26310]])}",5,[ 2730  7618 12827 17650 22628],[ 7.75090229 11.10873059 11.90103676 10.16979158  7.26532089],[204.58265139 191.97542715 207.33982998 200.88388911],[ 5174 10222 15238 20139],201.19544940748003,[21.79119124 17.40030508 16.0943051  13.00802943 14.88507482],0.08535465925228236,0.08535465925228236
25,24174.657,[-17.691 -17.69  -17.689 ...  17.15   17.151  17.152],[2.47679203 2.58774339 2.5860299  ... 0.11402421 0.11356971 0.11311656],34.844,24156966,24191810,"{'Start_end': array([[ 1781,  6118, 10717, 15231, 20620, 26125, 31856],
       [ 5485, 10414, 15231, 20151, 24526, 29435, 34764]])}",7,[ 3633  8266 12974 17691 22573 27780 33310],"[ 7.94644842 15.14708861 29.24002485 53.68875255 30.0398582  22.14113636
 10.39364077]","[215.84286639 212.40441801 211.999152   204.83408439 192.04916459
 180.8318264 ]",[ 5949 10620 15332 20132 25176 30545],202.99358529796265,"[23.00722408 38.67604559 59.78250037 90.16592844 56.34349447 33.95568848
 13.98932757]",-1.430114897126115,-1.430114897126115
26,24714.947,[-12.02  -12.019 -12.018 ...   7.623   7.624   7.625],[2.50170843 2.61463189 2.61489254 ... 0.58252172 0.58307557 0.58363107],19.646,24702927,24722573,"{'Start_end': array([[    0,  5889, 10873, 15643],
       [ 4432,  8291, 13167, 18067]])}",4,[ 2216  7090 12020 16855],[ 6.78238542  9.63101398 12.53926361 10.9860698 ],[205.17029134 202.83975659 206.82523268],[ 4653  9555 14437],204.94509353749754,[17.8715723  14.59854448 17.05308536 14.96874091],0.16870762521754173,0.16870762521754173
27,24881.417,[-17.889 -17.888 -17.887 ...  27.464  27.465  27.466],[1.96745186 2.07984821 2.07957692 ... 0.11402421 0.11356971 0.11311656],45.356,24863528,24908884,"{'Start_end': array([[  381,  6548, 10842, 15048, 21058, 26336, 31388, 37313, 42572],
       [ 6261,  9546, 15048, 20730, 24692, 30314, 35358, 40453, 45290]])}",9,[ 3321  8047 12945 17889 22875 28325 33373 38883 43931],"[10.6710648  21.33150829 34.48301822 52.37051809 49.12279865 42.86533575
 19.13034581 15.06909435  6.63775236]","[211.59542954 204.16496529 202.26537217 200.5615724  183.48623853
 198.09825674 181.48820327 198.09825674]",[ 5684 10496 15417 20382 25600 30849 36128 41407],197.4697868339087,"[26.36184498 31.80681303 56.4080076  95.24438775 88.57337454 72.8815968
 32.35582054 22.22637779  8.9914259 ]",-0.8517235457667363,-0.547871439256833
28,27590.44,[-12.227 -12.226 -12.225 ...  22.322  22.323  22.324],[2.28052035 2.28191325 2.28330609 ... 0.11402421 0.11356971 0.11311656],34.552,27578213,27612765,"{'Start_end': array([[    0,  5190,  9820, 15056, 19957, 25874, 31330],
       [ 5058,  9496, 14634, 19420, 25075, 29544, 34502]])}",7,[ 2529  7343 12227 17238 22516 27709 32916],"[13.06621264 29.41503143 56.86755187 51.72652586 39.36677505 17.57963627
  7.69383237]","[207.72746157 204.75020475 199.56096588 189.46570671 192.566917
 192.04916459]",[ 4936  9785 14732 19877 25112 30312],197.686736748763,"[30.45716272 49.52103307 89.68234052 89.41116116 64.79319765 31.52598685
 10.9936933 ]",-0.6992032684117911,-0.6992032684117911
29,28234.531,[-7.967 -7.966 -7.965 ... 13.792 13.793 13.794],[0.16010931 0.27264445 0.27251766 ... 0.11402421 0.11356971 0.11311656],21.762,28226564,28248326,"{'Start_end': array([[   92,  6419, 11037, 16463],
       [ 4882,  9515, 15039, 19889]])}",4,[ 2487  7967 13038 18176],[ 7.81461802 10.4406355   8.78158823  8.80557092],[182.48175182 197.19976336 194.62826002],[ 5227 10502 15607],191.43659173615228,[16.62528444 16.73639014 13.93915606 12.82221389],1.1791715850103572,1.1791715850103572
30,29615.409,[-6.3   -6.299 -6.298 ...  6.884  6.885  6.886],[0.88327429 0.99620603 0.99647436 ... 0.11402421 0.11356971 0.11311656],13.187,29609109,29622296,"{'Start_end': array([[    0,  4905,  9954],
       [ 2988,  7695, 13186]])}",3,[ 1494  6300 11570],[11.25104205 11.89782725  7.35940883],[208.07324178 189.75332068],[3897 8935],198.91328123210945,[15.9597808  16.01111182 11.39967389],-3.6363479749890786,-3.6363479749890786
